"tree_id","species","height_baseline","height_final"
2268,"willow",221,229
2274,"willow",283,275
2280,"willow",210,218
2286,"oak",248,262
2290,"willow",239,249
2304,"fir",52,65
2308,"willow",324,319
2314,"oak",240,252
2315,"fir",307,329
2317,"oak",272,285
2321,"fir",202,226
2325,"fir",305,323
2327,"willow",222,227
2329,"willow",132,137
2330,"willow",320,336
2332,"fir",-31,-6
2338,"fir",132,155
2340,"willow",217,222
2345,"fir",147,159
2348,"fir",205,228
2352,"oak",282,296
2355,"willow",179,190
2369,"fir",63,79
2373,"oak",338,349
2378,"willow",254,261
2384,"oak",315,326
2387,"oak",253,259
2388,"willow",225,234
2391,"fir",303,321
2393,"fir",-61,-41
2398,"fir",193,211
2403,"fir",14,34
2405,"willow",223,229
2411,"oak",270,286
2417,"fir",189,204
2419,"fir",243,267
2420,"oak",370,378
2422,"oak",203,215
2427,"willow",240,250
2429,"oak",447,459
2434,"willow",219,227
2435,"fir",100,119
2442,"willow",297,305
2452,"willow",283,290
2457,"oak",338,340
2465,"oak",438,451
2470,"willow",269,264
2472,"fir",168,182
2475,"fir",224,235
2495,"oak",335,341
2505,"fir",47,61
2511,"fir",233,245
2517,"oak",239,226
2525,"oak",346,362
2539,"fir",354,382
2559,"willow",271,281
2572,"oak",331,351
2574,"oak",291,299
2581,"oak",324,336
2585,"oak",239,246
2588,"fir",101,121
2596,"fir",179,198
2597,"willow",280,287
2608,"oak",443,452
2609,"willow",200,193
2612,"fir",218,239
2617,"fir",119,132
2621,"willow",285,294
2624,"willow",246,254
2632,"fir",198,214
2634,"willow",257,261
2649,"oak",394,406
2651,"fir",209,225
2653,"oak",307,315
2659,"willow",257,264
2663,"willow",233,238
2673,"fir",174,194
2676,"oak",241,252
2682,"oak",185,192
2684,"oak",263,278
2687,"oak",282,297
2697,"willow",296,303
2710,"willow",254,264
2714,"fir",62,79
2733,"fir",200,218
2745,"fir",247,272
2763,"willow",200,210
2771,"willow",227,232
2776,"oak",310,324
2781,"willow",229,239
2786,"willow",301,308
2788,"oak",373,382
2793,"willow",242,241
2799,"oak",386,402
2809,"fir",313,333
2812,"willow",282,293
2817,"oak",317,329
2823,"oak",342,351
2838,"willow",287,296
2839,"willow",221,227
2859,"fir",120,141
2860,"willow",176,175
2861,"oak",452,469
2862,"oak",323,336
2875,"willow",287,295
2876,"willow",130,135
2880,"oak",379,393
2886,"willow",214,218
2888,"willow",193,201
2892,"fir",171,191
2896,"fir",291,311
2899,"fir",379,396
2903,"oak",287,294
2905,"oak",324,338
2908,"oak",235,248
2909,"willow",194,201
2917,"oak",250,259
2924,"oak",423,434
2928,"willow",261,269
2932,"fir",347,366
2936,"willow",272,284
2937,"fir",223,242
2962,"oak",279,291
2968,"willow",336,349
2970,"fir",257,276
2973,"willow",321,317
2984,"willow",252,256
2985,"willow",195,201
2986,"oak",410,421
2987,"fir",194,185
3003,"fir",243,273
3017,"willow",287,298
3030,"oak",371,382
3031,"willow",197,202
3035,"fir",223,244
3042,"fir",310,328
3047,"willow",290,298
3053,"fir",325,346
3058,"oak",342,332
3083,"willow",273,282
3087,"oak",356,363
3089,"fir",202,221
3095,"willow",307,315
3102,"oak",332,342
3116,"willow",210,215
3122,"fir",239,269
3127,"willow",230,237
3129,"fir",166,190
3130,"fir",58,78
3132,"willow",293,297
3135,"willow",278,282
3140,"oak",272,290
3156,"fir",203,215
3163,"oak",275,284
3164,"oak",405,417
3167,"oak",289,304
3168,"willow",195,203
3172,"willow",292,303
3177,"oak",331,344
3180,"oak",169,174
3183,"fir",17,23
3193,"fir",193,218
3200,"oak",469,479
3204,"fir",279,291
3206,"oak",405,419
3210,"oak",311,322
3223,"oak",322,335
3224,"oak",399,408
3227,"fir",163,174
3228,"willow",268,277
3229,"oak",354,369
3232,"willow",195,206
3247,"oak",248,258
3248,"oak",333,340
3253,"willow",261,267
3255,"oak",317,327
3257,"oak",395,403
3263,"oak",380,398
3264,"fir",247,275
3266,"fir",143,165
3272,"willow",217,222
3275,"willow",249,258
3283,"willow",270,280
3290,"willow",267,265
3293,"fir",92,105
3296,"fir",136,156
3309,"willow",292,305
3310,"oak",294,299
3323,"oak",230,238
3335,"oak",431,445
3337,"oak",174,188
3339,"fir",193,213
3349,"oak",306,317
3353,"oak",212,227
3364,"fir",41,62
3368,"oak",322,330
3370,"oak",382,396
3382,"oak",329,343
3389,"fir",289,308
3390,"willow",272,282
3393,"fir",261,279
3398,"oak",255,264
3399,"oak",342,359
3405,"willow",225,236
3419,"willow",203,209
3438,"fir",127,144
3448,"willow",222,232
3458,"oak",297,313
3468,"fir",162,175
3469,"willow",206,217
3475,"fir",92,120
3480,"willow",277,284
3487,"oak",288,303
3493,"fir",267,287
3501,"willow",267,272
3505,"willow",238,244
3511,"oak",271,279
3521,"fir",169,191
3541,"oak",287,293
3548,"willow",238,248
3549,"fir",127,148
3557,"fir",349,368
3558,"willow",320,332
3568,"oak",235,238
3580,"oak",367,378
3592,"fir",179,202
3594,"oak",349,346
3595,"fir",72,65
3597,"fir",257,276
3598,"willow",210,219
3601,"willow",308,313
3603,"oak",475,493
3620,"willow",292,295
3631,"willow",272,286
3642,"fir",339,356
3643,"willow",262,274
3652,"willow",256,269
3657,"willow",311,324
3670,"fir",236,223
3680,"willow",309,315
3683,"fir",152,173
3700,"oak",297,312
3702,"fir",355,368
3710,"oak",369,383
3712,"fir",177,196
3714,"willow",297,295
3722,"fir",439,462
3730,"willow",232,237
3740,"oak",320,334
3746,"willow",335,340
3756,"willow",245,260
3758,"willow",201,210
3759,"oak",337,354
3774,"oak",89,96
3783,"oak",442,451
3785,"fir",241,263
3788,"oak",234,243
3795,"oak",448,459
3797,"willow",274,281
3804,"willow",221,230
3805,"willow",196,201
3811,"oak",327,343
3820,"willow",283,293
3821,"oak",392,405
3822,"fir",55,83
3823,"fir",223,243
3826,"willow",229,236
3827,"oak",407,419
3830,"oak",324,334
3835,"oak",340,354
3845,"oak",206,219
3862,"oak",364,372
3863,"willow",225,235
3875,"oak",417,422
3878,"oak",371,389
3879,"oak",325,336
3881,"fir",92,112
3883,"fir",256,243
3886,"fir",203,226
3900,"oak",282,296
3903,"oak",104,111
3910,"fir",279,274
3912,"fir",113,123
3913,"fir",163,187
3914,"oak",207,214
3916,"fir",257,279
3918,"oak",419,427
3922,"fir",267,288
3923,"oak",150,155
3928,"willow",226,237
3931,"fir",81,116
3937,"oak",252,270
3942,"willow",142,151
3945,"oak",217,209
3958,"oak",410,417
3963,"fir",222,239
3969,"willow",358,367
3973,"willow",302,298
3978,"willow",288,299
3988,"willow",275,279
3990,"oak",273,284
3991,"oak",340,355
3996,"fir",190,209
3999,"oak",440,452
4008,"willow",299,306
4013,"oak",228,237
4014,"oak",263,271
4015,"willow",221,231
4018,"fir",414,429
4024,"fir",93,112
4026,"willow",246,253
4042,"oak",216,227
4045,"oak",209,222
4059,"willow",306,309
4073,"oak",354,346
4078,"willow",251,259
4079,"fir",290,303
4080,"fir",346,373
4085,"fir",199,213
4086,"oak",316,335
4091,"oak",475,483
4094,"fir",93,121
4095,"willow",113,120
4097,"willow",290,300
4104,"fir",231,246
4107,"oak",419,409
4121,"fir",166,188
4130,"willow",167,176
4141,"oak",355,367
4144,"fir",-42,-19
4145,"fir",173,190
4158,"willow",377,384
4160,"oak",275,295
4164,"oak",350,367
4167,"oak",606,621
4169,"oak",371,379
4182,"oak",283,288
4184,"fir",186,201
4191,"oak",222,230
4192,"fir",-34,-3
4202,"oak",379,385
4206,"oak",383,402
4208,"fir",354,382
4219,"willow",168,167
4220,"fir",160,179
4227,"fir",307,325
4232,"fir",17,32
4234,"willow",263,268
4255,"fir",190,215
4256,"fir",113,129
4265,"willow",241,248
4269,"fir",325,355
4270,"willow",337,348
4281,"oak",402,418
4287,"fir",285,299
4289,"fir",233,253
4291,"willow",229,239
4292,"willow",263,271
4293,"willow",240,250
4298,"willow",279,289
4310,"oak",193,209
4315,"willow",285,292
4316,"willow",313,324
4318,"fir",197,226
4326,"fir",232,249
4335,"oak",299,309
4344,"oak",296,311
4347,"willow",275,279
4350,"fir",309,325
4353,"willow",305,307
4354,"willow",273,278
4355,"fir",19,43
4363,"willow",278,286
4372,"oak",472,479
4374,"willow",321,328
4380,"fir",83,105
4390,"willow",191,202
4393,"fir",104,119
4402,"oak",289,284
4405,"willow",216,224
4406,"oak",346,360
4410,"willow",208,214
4415,"willow",318,328
4419,"oak",317,322
4421,"fir",48,58
4422,"oak",271,287
4430,"willow",162,168
4437,"oak",415,425
4439,"fir",320,341
4444,"oak",120,134
4464,"willow",332,322
4466,"oak",283,299
4469,"oak",268,281
4470,"oak",307,324
4479,"willow",207,218
4483,"oak",582,593
4489,"fir",122,140
4491,"willow",157,168
4492,"willow",288,294
4494,"oak",268,286
4509,"willow",248,256
4510,"willow",207,216
4513,"oak",268,276
4515,"oak",361,372
4518,"willow",283,295
4524,"willow",278,287
4525,"fir",-28,-6
4527,"fir",261,280
4528,"oak",206,217
4532,"willow",167,174
4534,"willow",276,278
4540,"oak",395,409
4549,"fir",209,223
4557,"willow",254,259
4561,"oak",350,358
4564,"oak",288,305
4567,"fir",253,265
4573,"fir",154,178
4576,"oak",333,344
4577,"oak",341,362
4585,"oak",130,140
4587,"fir",238,248
4589,"fir",79,103
4592,"oak",400,406
4598,"willow",276,287
4600,"willow",256,265
4610,"fir",217,242
4612,"oak",407,427
4615,"fir",227,251
4617,"oak",322,335
4624,"oak",461,473
4633,"fir",-8,5
4636,"willow",222,226
4639,"fir",143,167
4642,"oak",397,408
4643,"fir",324,344
4649,"oak",319,334
4675,"oak",317,330
4679,"oak",418,425
4681,"willow",223,232
4689,"fir",200,224
4692,"oak",448,456
4694,"fir",439,460
4696,"fir",244,255
4701,"oak",281,287
4702,"fir",62,79
4711,"fir",286,303
4724,"fir",7,27
4726,"fir",293,320
4729,"fir",349,366
4731,"oak",413,429
4739,"oak",347,358
4746,"willow",300,297
4753,"willow",188,191
4754,"oak",450,461
4760,"fir",230,246
4762,"oak",384,399
4780,"willow",235,245
4787,"oak",332,341
4791,"oak",288,302
4793,"fir",349,335
4796,"willow",200,209
4801,"oak",328,337
4805,"fir",225,248
4807,"willow",283,293
4809,"willow",261,264
4810,"fir",199,195
4811,"willow",187,191
4812,"willow",137,142
4830,"fir",34,54
4834,"willow",272,265
4843,"fir",227,246
4848,"fir",234,250
4851,"willow",251,252
4856,"fir",121,144
4858,"fir",281,300
4862,"fir",366,393
4870,"fir",319,341
4880,"fir",131,157
4882,"willow",262,271
4887,"fir",131,151
4891,"willow",301,308
4893,"willow",292,299
4905,"oak",401,411
4920,"willow",235,240
4922,"oak",337,349
4925,"fir",-30,-12
4929,"willow",217,228
4937,"fir",172,165
4938,"oak",300,307
4939,"oak",434,438
4941,"willow",206,197
4942,"oak",243,254
4950,"willow",229,234
4966,"fir",270,286
4974,"willow",329,336
4985,"willow",239,243
4988,"fir",253,276
4999,"fir",314,286
