"tree_id","species","height_baseline","height_final"
1605,"fir",280,286
1609,"oak",440,449
1610,"oak",381,377
1616,"oak",358,371
1622,"willow",280,287
1634,"oak",302,306
1636,"oak",411,423
1639,"oak",473,492
1649,"oak",419,431
1675,"fir",28,47
1678,"oak",370,385
1682,"willow",208,216
1683,"fir",-20,-1
1685,"fir",147,162
1688,"willow",215,221
1689,"oak",384,390
1692,"willow",221,230
1697,"oak",378,387
1703,"fir",262,282
1705,"willow",247,256
1709,"oak",396,410
1710,"willow",301,309
1712,"willow",297,306
1715,"oak",403,416
1724,"willow",198,205
1730,"oak",345,349
1739,"willow",273,278
1742,"willow",270,275
1743,"oak",326,337
1756,"willow",222,219
1775,"oak",164,181
1777,"willow",343,350
1781,"fir",34,52
1782,"fir",161,173
1783,"fir",207,228
1784,"oak",423,437
1785,"fir",241,256
1789,"willow",250,261
1810,"oak",518,526
1817,"oak",231,222
1820,"oak",327,335
1835,"fir",185,205
1839,"oak",358,360
1840,"oak",322,333
1843,"fir",125,142
1846,"fir",364,393
1869,"oak",238,252
1871,"fir",210,233
1873,"fir",32,62
1881,"willow",201,210
1887,"oak",342,353
1888,"willow",283,289
1897,"fir",144,159
1914,"fir",2,21
1922,"fir",322,333
1927,"oak",279,290
1930,"fir",51,45
1933,"fir",136,156
1936,"oak",402,413
1937,"fir",188,215
1943,"oak",430,443
1944,"oak",313,322
1946,"willow",190,198
1947,"fir",219,240
1949,"fir",167,187
1953,"oak",251,255
1960,"oak",234,246
1962,"fir",170,189
1964,"willow",250,253
1967,"willow",302,312
1968,"fir",250,275
1972,"oak",385,398
1981,"oak",391,405
1997,"fir",97,113
2007,"fir",178,192
2009,"fir",214,238
2010,"oak",238,248
2036,"fir",200,218
2037,"fir",392,409
2045,"fir",-111,-96
2047,"oak",307,316
2049,"fir",85,99
2050,"oak",430,438
2054,"fir",103,123
2055,"willow",267,274
2057,"willow",266,275
2098,"willow",245,253
2101,"oak",364,377
2109,"willow",358,364
2111,"fir",189,211
2113,"fir",100,125
2128,"fir",396,414
2139,"fir",210,229
2141,"oak",469,462
2143,"willow",223,231
2153,"oak",387,398
2158,"fir",18,37
2169,"fir",294,318
2185,"willow",299,308
2186,"fir",258,267
2200,"fir",164,143
2203,"fir",213,236
2204,"fir",240,264
2205,"oak",390,395
2206,"fir",136,156
2208,"fir",331,347
2209,"fir",211,235
2211,"oak",274,288
2223,"fir",167,192
2231,"fir",55,77
2234,"willow",303,298
2235,"willow",279,289
2246,"oak",188,196
2247,"willow",273,284
2249,"willow",250,260
2253,"oak",360,370
2254,"willow",231,236
2271,"oak",354,372
2276,"fir",186,179
2279,"oak",347,355
2283,"oak",192,208
2289,"oak",344,359
2293,"willow",257,259
2298,"oak",272,283
2302,"fir",146,163
2320,"fir",237,261
2322,"willow",260,269
2331,"willow",219,220
2336,"oak",333,347
2337,"willow",283,292
2349,"willow",232,244
2356,"fir",320,337
2359,"fir",362,384
2360,"willow",294,303
2364,"willow",280,284
2365,"fir",244,259
2368,"willow",190,199
2379,"willow",279,284
2385,"willow",198,208
2392,"oak",174,190
2395,"willow",211,219
2399,"fir",326,354
2425,"oak",321,330
2432,"willow",270,281
2436,"oak",260,275
2454,"willow",271,280
2474,"oak",325,338
2478,"willow",260,269
2479,"fir",56,75
2482,"willow",256,261
2485,"willow",325,339
2488,"willow",261,274
2507,"fir",349,379
2508,"willow",348,356
2513,"fir",104,125
2515,"oak",189,198
2524,"willow",215,224
2526,"fir",181,200
2530,"oak",272,289
2545,"willow",234,239
2553,"oak",243,249
2562,"oak",310,324
2577,"oak",263,280
2580,"willow",361,368
2582,"willow",187,195
2595,"willow",268,273
2604,"fir",228,247
2610,"oak",312,326
2626,"willow",186,191
2630,"willow",306,293
2631,"oak",223,230
2635,"oak",255,262
2639,"willow",241,249
2645,"fir",202,226
2660,"willow",315,322
2664,"willow",258,264
2674,"fir",175,191
2680,"willow",323,330
2693,"willow",150,155
2695,"fir",278,296
2698,"willow",262,267
2709,"oak",196,205
2712,"willow",245,256
2719,"fir",73,92
2720,"willow",323,325
2727,"fir",125,139
2730,"oak",233,242
2739,"oak",361,381
2747,"fir",154,167
2764,"oak",389,397
2768,"oak",186,196
2769,"oak",335,352
2779,"oak",299,322
2800,"willow",299,310
2802,"oak",400,408
2804,"fir",180,177
2808,"willow",254,271
2814,"oak",297,305
2822,"oak",362,374
2826,"oak",297,306
2833,"willow",234,237
2844,"oak",398,418
2845,"fir",-19,-44
2846,"willow",199,209
2847,"willow",236,242
2849,"willow",284,291
2852,"oak",367,383
2853,"oak",231,240
2858,"willow",386,381
2866,"fir",346,361
2867,"willow",297,304
2881,"willow",281,294
2884,"oak",339,333
2894,"oak",333,342
2900,"fir",313,331
2907,"willow",174,174
2923,"oak",381,388
2925,"fir",115,139
2927,"willow",240,244
2935,"oak",354,366
2945,"oak",352,365
2947,"willow",237,247
2949,"willow",307,319
2955,"willow",241,245
2957,"fir",186,159
2965,"fir",12,35
2971,"willow",317,327
2977,"oak",342,350
2978,"willow",232,243
2979,"oak",203,218
2994,"willow",327,336
3000,"oak",351,367
3001,"willow",294,303
3010,"willow",227,233
3018,"fir",24,33
3021,"oak",331,340
3033,"oak",335,343
3040,"willow",307,319
3045,"oak",375,390
3048,"willow",150,156
3049,"fir",299,319
3056,"oak",478,494
3060,"oak",230,242
3063,"fir",104,108
3065,"willow",246,252
3069,"fir",100,113
3070,"oak",332,342
3072,"willow",232,236
3079,"fir",-74,-55
3084,"willow",333,338
3090,"willow",261,270
3093,"fir",253,263
3094,"oak",405,396
3096,"oak",279,286
3097,"willow",149,159
3098,"oak",396,410
3099,"oak",327,339
3101,"willow",213,219
3105,"oak",428,442
3107,"fir",86,103
3124,"willow",373,383
3136,"oak",430,433
3148,"willow",152,160
3149,"fir",-90,-64
3159,"oak",238,249
3161,"oak",410,421
3178,"fir",191,213
3179,"fir",323,336
3182,"oak",307,321
3184,"oak",181,194
3186,"oak",287,306
3213,"oak",441,452
3214,"oak",488,502
3219,"fir",168,193
3221,"oak",203,216
3231,"fir",320,342
3233,"fir",148,168
3234,"oak",329,341
3235,"fir",221,241
3240,"oak",213,225
3246,"oak",223,233
3256,"fir",87,107
3265,"oak",346,362
3269,"oak",427,440
3274,"willow",246,255
3278,"fir",367,384
3280,"fir",213,238
3281,"oak",477,497
3287,"willow",290,302
3289,"fir",1,17
3298,"willow",213,223
3311,"willow",282,291
3312,"fir",165,180
3315,"willow",194,202
3330,"oak",409,421
3345,"oak",180,194
3351,"oak",200,206
3355,"fir",227,249
3358,"willow",236,243
3365,"oak",304,312
3371,"willow",264,277
3372,"willow",231,242
3376,"oak",482,492
3377,"willow",270,276
3378,"oak",243,254
3386,"fir",86,109
3391,"fir",151,171
3392,"fir",240,258
3410,"fir",245,248
3418,"fir",212,247
3424,"willow",279,287
3425,"fir",486,506
3427,"fir",107,117
3428,"oak",414,422
3429,"fir",234,262
3441,"oak",402,414
3443,"fir",187,211
3444,"willow",288,295
3445,"fir",206,228
3453,"oak",514,523
3461,"fir",205,228
3472,"willow",211,219
3473,"willow",358,370
3474,"fir",-27,-1
3477,"fir",177,198
3478,"fir",93,115
3481,"fir",237,253
3485,"oak",295,302
3488,"fir",204,220
3497,"willow",199,207
3515,"fir",86,109
3516,"willow",319,327
3519,"fir",209,226
3523,"willow",219,223
3533,"willow",233,246
3537,"fir",124,137
3544,"oak",284,288
3553,"willow",194,198
3577,"oak",179,190
3578,"fir",76,89
3585,"willow",259,265
3588,"fir",65,87
3589,"willow",194,203
3593,"oak",448,460
3596,"oak",461,469
3602,"oak",214,225
3617,"willow",286,299
3618,"oak",273,287
3619,"willow",252,261
3632,"oak",335,345
3637,"willow",177,183
3638,"oak",473,484
3641,"oak",164,178
3645,"oak",150,164
3659,"willow",232,244
3661,"oak",396,409
3674,"fir",179,196
3675,"oak",284,291
3681,"oak",336,348
3691,"willow",276,284
3695,"willow",206,216
3698,"willow",308,320
3721,"fir",307,327
3725,"willow",289,302
3729,"oak",295,298
3735,"fir",271,291
3747,"fir",168,191
3753,"oak",370,382
3757,"willow",237,251
3761,"oak",444,458
3764,"oak",489,504
3765,"fir",249,274
3766,"willow",272,280
3786,"willow",252,258
3789,"fir",-76,-58
3790,"fir",264,285
3791,"oak",361,379
3796,"fir",336,347
3803,"willow",240,245
3806,"willow",250,259
3808,"oak",268,278
3810,"oak",338,351
3812,"willow",258,261
3816,"fir",203,229
3817,"fir",83,102
3834,"willow",318,328
3837,"fir",235,256
3848,"willow",324,329
3854,"oak",299,311
3858,"willow",237,244
3871,"oak",454,473
3872,"fir",81,97
3882,"oak",395,400
3887,"willow",312,316
3894,"oak",461,473
3895,"fir",112,128
3898,"willow",295,303
3899,"oak",407,418
3901,"willow",222,231
3908,"oak",345,352
3915,"oak",115,103
3917,"fir",182,191
3920,"oak",258,274
3935,"fir",196,214
3938,"willow",283,290
3940,"fir",155,178
3941,"willow",246,255
3946,"fir",129,142
3950,"oak",460,475
3954,"willow",292,297
3955,"oak",399,406
3972,"fir",41,62
3993,"willow",288,301
3994,"fir",141,158
3995,"willow",275,280
3998,"fir",227,251
4005,"fir",260,273
4006,"oak",352,365
4016,"oak",267,281
4022,"oak",340,348
4028,"fir",7,25
4029,"oak",363,359
4037,"oak",233,244
4040,"fir",134,155
4047,"fir",262,275
4058,"oak",433,445
4063,"willow",286,296
4064,"fir",200,221
4065,"oak",262,274
4072,"willow",274,281
4077,"oak",312,324
4082,"willow",285,293
4087,"willow",312,318
4093,"willow",267,273
4099,"fir",108,130
4106,"willow",347,355
4108,"willow",199,208
4109,"oak",243,263
4119,"fir",235,259
4123,"willow",260,268
4126,"oak",331,345
4138,"oak",307,320
4152,"willow",215,221
4153,"willow",289,298
4161,"oak",413,416
4166,"oak",254,271
4168,"willow",260,269
4179,"willow",244,250
4185,"oak",220,231
4190,"fir",194,209
4194,"willow",322,329
4200,"oak",391,400
4209,"willow",238,245
4210,"fir",118,133
4218,"willow",226,232
4223,"willow",296,303
4228,"fir",146,164
4235,"willow",204,210
4243,"willow",199,191
4271,"willow",258,269
4274,"willow",301,311
4282,"fir",20,42
4290,"fir",106,129
4300,"willow",215,221
4303,"oak",392,408
4307,"oak",266,276
4309,"fir",267,287
4317,"willow",199,208
4319,"willow",267,274
4320,"willow",305,313
4321,"fir",273,291
4329,"oak",323,334
4330,"oak",364,376
4332,"fir",265,289
4334,"willow",148,154
4338,"fir",259,283
4346,"willow",288,280
4351,"oak",350,358
4356,"willow",222,230
4357,"willow",285,297
4367,"oak",344,360
4369,"fir",231,244
4375,"oak",374,391
4381,"oak",231,243
4388,"fir",191,208
4396,"willow",231,224
4401,"fir",272,288
4403,"willow",285,291
4407,"oak",369,380
4409,"oak",284,295
4414,"fir",253,235
4416,"willow",218,223
4417,"oak",437,449
4420,"fir",220,234
4431,"fir",150,168
4434,"oak",391,403
4441,"willow",231,241
4445,"oak",338,358
4448,"fir",241,265
4454,"willow",348,351
4458,"fir",147,163
4462,"willow",237,245
4465,"willow",199,210
4476,"willow",242,238
4480,"willow",151,158
4482,"oak",375,396
4486,"fir",279,300
4497,"willow",321,332
4500,"fir",258,273
4504,"willow",201,212
4508,"willow",278,289
4511,"oak",457,478
4512,"fir",321,342
4516,"oak",313,319
4536,"fir",177,191
4544,"fir",271,301
4550,"willow",334,341
4551,"willow",224,232
4563,"fir",296,315
4565,"fir",221,245
4568,"fir",207,228
4571,"willow",204,213
4578,"oak",176,188
4582,"fir",122,133
4586,"fir",86,107
4588,"fir",88,117
4590,"fir",145,162
4593,"oak",420,431
4597,"oak",479,486
4602,"fir",346,369
4619,"oak",351,361
4620,"fir",139,158
4623,"oak",433,445
4638,"willow",296,303
4654,"willow",302,313
4658,"oak",337,353
4662,"fir",239,261
4663,"oak",293,306
4668,"oak",244,259
4669,"willow",227,238
4671,"oak",341,355
4672,"oak",320,327
4684,"fir",180,192
4688,"oak",270,277
4695,"fir",246,276
4699,"oak",362,374
4716,"fir",74,92
4733,"oak",403,418
4734,"willow",231,238
4735,"fir",67,85
4748,"fir",271,297
4757,"oak",424,429
4759,"willow",287,295
4768,"fir",141,163
4777,"fir",2,18
4786,"oak",285,307
4790,"willow",220,228
4797,"oak",368,383
4803,"oak",456,463
4804,"willow",200,198
4808,"fir",213,231
4828,"oak",405,416
4835,"oak",260,271
4836,"fir",65,90
4841,"oak",231,239
4842,"oak",393,402
4850,"oak",278,289
4868,"fir",214,244
4875,"oak",383,378
4884,"willow",302,310
4885,"willow",364,372
4889,"willow",243,254
4898,"fir",54,77
4902,"oak",262,273
4911,"fir",332,354
4916,"oak",398,402
4932,"oak",268,281
4934,"fir",175,194
4935,"willow",322,336
4952,"fir",152,180
4956,"fir",373,389
4957,"oak",360,373
4959,"fir",104,119
4979,"willow",289,299
4980,"fir",61,80
4990,"oak",238,254
4991,"oak",364,381
4993,"oak",245,258
4994,"oak",467,478
