"tree_id","species","height_baseline","height_final"
1572,"willow",274,284
1580,"fir",229,248
1582,"oak",394,400
1598,"willow",203,213
1604,"oak",332,346
1627,"fir",240,261
1630,"fir",30,39
1633,"willow",150,163
1635,"fir",-10,-33
1643,"oak",389,406
1659,"fir",25,45
1661,"willow",221,218
1665,"fir",237,265
1684,"oak",249,258
1687,"fir",316,328
1691,"willow",235,242
1700,"oak",414,425
1706,"fir",210,235
1713,"fir",130,152
1718,"willow",238,245
1723,"fir",171,NA
1728,"oak",311,324
1733,"willow",282,293
1734,"oak",290,304
1735,"oak",371,392
1736,"willow",265,275
1753,"fir",253,260
1758,"oak",374,383
1759,"willow",270,281
1763,"fir",162,181
1765,"fir",224,241
1768,"willow",350,358
1770,"fir",110,135
1774,"fir",240,256
1792,"oak",349,360
1794,"fir",35,56
1796,"oak",400,414
1801,"oak",308,320
1806,"oak",250,260
1823,"willow",162,172
1824,"oak",393,411
1827,"fir",63,81
1836,"willow",254,263
1837,"willow",183,193
1851,"willow",259,260
1865,"willow",272,283
1870,"oak",321,333
1872,"fir",-33,-16
1874,"oak",365,375
1876,"willow",214,231
1879,"fir",315,330
1892,"oak",334,346
1893,"willow",307,313
1896,"oak",316,332
1903,"oak",393,406
1904,"fir",288,299
1906,"willow",204,207
1907,"oak",331,338
1908,"oak",230,242
1916,"willow",314,324
1918,"willow",211,219
1925,"willow",322,320
1931,"fir",192,208
1934,"oak",308,321
1950,"oak",552,557
1954,"fir",338,361
1982,"fir",120,139
1985,"oak",367,379
1987,"oak",288,294
1990,"fir",72,97
1994,"oak",258,271
1995,"willow",188,191
1996,"oak",372,383
2001,"willow",242,238
2006,"fir",245,263
2016,"fir",133,152
2018,"willow",257,264
2025,"fir",215,234
2029,"willow",227,236
2032,"oak",455,460
2035,"willow",207,216
2041,"oak",290,295
2044,"oak",411,426
2064,"willow",251,263
2067,"oak",259,275
2068,"fir",192,211
2072,"willow",245,256
2077,"willow",225,230
2084,"fir",70,94
2086,"oak",484,501
2093,"fir",216,238
2096,"oak",345,355
2099,"oak",426,439
2108,"fir",147,162
2110,"fir",169,182
2117,"willow",240,252
2122,"fir",46,68
2125,"fir",76,95
2131,"willow",248,244
2136,"fir",169,185
2145,"fir",12,34
2149,"willow",205,216
2162,"fir",143,162
2184,"willow",218,224
2190,"oak",406,419
2191,"fir",289,308
2194,"oak",390,404
2196,"willow",335,337
2210,"willow",235,238
2212,"oak",385,395
2222,"fir",124,141
2228,"willow",302,308
2230,"oak",254,275
2232,"oak",364,381
2243,"fir",260,268
2250,"fir",328,354
2273,"oak",390,399
2275,"oak",406,416
2282,"willow",304,314
2291,"fir",242,262
2294,"willow",277,288
2297,"willow",259,269
2299,"willow",292,299
2303,"fir",144,158
2307,"willow",248,253
2326,"willow",230,232
2333,"oak",319,328
2334,"willow",229,235
2350,"oak",351,363
2353,"willow",247,254
2357,"oak",384,399
2358,"willow",205,214
2361,"willow",263,270
2362,"willow",282,288
2371,"willow",303,312
2372,"fir",239,253
2374,"willow",358,373
2376,"fir",243,253
2396,"fir",235,267
2412,"oak",282,285
2415,"fir",219,198
2418,"willow",256,262
2424,"oak",461,475
2426,"oak",270,277
2438,"oak",330,351
2439,"willow",269,266
2448,"fir",386,408
2449,"fir",209,227
2451,"oak",370,378
2460,"willow",367,375
2463,"oak",481,496
2468,"willow",271,276
2471,"fir",103,122
2483,"oak",312,316
2486,"willow",286,297
2487,"oak",371,382
2496,"willow",375,383
2501,"oak",319,332
2502,"oak",180,190
2506,"fir",231,246
2510,"willow",250,256
2516,"oak",362,371
2543,"oak",283,297
2547,"oak",243,254
2556,"willow",255,260
2558,"oak",400,417
2560,"willow",198,191
2561,"oak",315,325
2564,"willow",313,326
2586,"oak",148,167
2587,"fir",181,166
2590,"willow",264,272
2593,"oak",366,382
2605,"willow",202,195
2614,"willow",182,190
2615,"fir",256,274
2618,"fir",98,121
2622,"fir",63,85
2628,"oak",361,371
2640,"willow",213,222
2654,"oak",295,303
2655,"fir",54,74
2656,"oak",259,271
2665,"fir",211,235
2685,"willow",189,196
2705,"fir",188,204
2706,"willow",370,376
2711,"fir",256,267
2716,"oak",218,226
2718,"willow",283,288
2724,"fir",242,270
2735,"willow",227,237
2738,"willow",266,274
2756,"oak",295,314
2757,"fir",235,217
2758,"oak",322,334
2762,"willow",208,215
2772,"willow",188,198
2774,"oak",305,309
2777,"oak",385,400
2778,"fir",212,233
2782,"fir",216,233
2790,"fir",82,98
2794,"willow",266,278
2805,"willow",146,154
2811,"willow",236,244
2819,"willow",205,213
2824,"oak",403,415
2834,"fir",173,196
2836,"oak",327,343
2837,"willow",204,212
2843,"fir",312,335
2851,"oak",355,346
2854,"fir",185,203
2863,"oak",411,428
2870,"oak",476,488
2887,"fir",100,116
2889,"fir",308,334
2898,"willow",191,186
2910,"fir",171,182
2911,"willow",288,299
2914,"willow",266,270
2920,"willow",289,300
2930,"oak",375,388
2933,"fir",15,35
2940,"willow",173,191
2941,"willow",331,338
2943,"oak",323,329
2946,"willow",343,352
2950,"willow",297,304
2958,"willow",191,202
2963,"oak",313,323
2964,"oak",6,18
2969,"oak",242,253
2975,"willow",306,317
2981,"oak",351,359
2991,"oak",317,316
2996,"willow",225,230
3011,"fir",180,197
3020,"oak",285,298
3028,"fir",199,220
3032,"fir",162,179
3036,"fir",24,35
3054,"fir",344,366
3057,"oak",360,372
3059,"oak",530,541
3061,"fir",187,214
3062,"willow",160,169
3066,"willow",183,196
3071,"fir",207,224
3073,"willow",193,202
3075,"oak",215,228
3085,"fir",204,229
3091,"oak",268,276
3100,"fir",217,232
3106,"oak",305,316
3108,"oak",300,316
3113,"oak",374,383
3114,"fir",61,48
3119,"oak",359,371
3126,"willow",291,303
3128,"fir",168,191
3131,"willow",264,273
3134,"oak",384,387
3137,"willow",206,212
3141,"fir",107,126
3144,"willow",216,226
3150,"willow",195,202
3151,"fir",196,224
3155,"oak",432,449
3162,"fir",139,163
3166,"fir",296,307
3173,"fir",53,74
3174,"oak",289,294
3175,"fir",280,302
3188,"fir",128,144
3192,"willow",341,349
3203,"fir",131,155
3207,"oak",410,421
3211,"fir",167,164
3216,"oak",425,436
3220,"oak",457,468
3225,"fir",147,175
3238,"fir",173,192
3242,"fir",145,167
3243,"oak",400,407
3251,"oak",471,480
3258,"willow",294,305
3262,"fir",134,162
3268,"oak",313,328
3276,"oak",276,294
3277,"willow",276,283
3285,"oak",172,184
3286,"oak",427,440
3291,"fir",53,70
3294,"willow",236,246
3301,"fir",233,258
3304,"oak",351,361
3305,"fir",158,174
3316,"oak",364,376
3318,"fir",81,101
3320,"oak",339,350
3326,"fir",155,178
3327,"fir",-26,-9
3329,"oak",345,358
3333,"oak",216,226
3336,"willow",254,262
3344,"fir",91,107
3347,"oak",347,362
3348,"willow",278,285
3352,"willow",202,215
3356,"fir",333,349
3361,"oak",437,446
3379,"fir",306,327
3387,"oak",329,341
3397,"oak",294,308
3401,"fir",247,259
3402,"fir",221,244
3414,"oak",372,388
3416,"willow",219,225
3431,"fir",146,170
3440,"oak",269,284
3442,"oak",331,348
3447,"fir",123,135
3455,"willow",195,201
3457,"willow",182,191
3464,"willow",255,264
3466,"oak",329,341
3479,"oak",398,407
3482,"fir",159,180
3484,"oak",220,227
3491,"oak",419,433
3498,"willow",135,142
3503,"fir",60,75
3504,"willow",266,274
3512,"willow",251,260
3525,"fir",129,152
3528,"fir",240,257
3535,"oak",315,333
3536,"fir",247,274
3540,"willow",314,319
3543,"fir",-1,18
3545,"willow",192,200
3546,"oak",159,172
3551,"willow",222,230
3560,"willow",194,201
3563,"willow",285,296
3572,"willow",269,272
3581,"willow",238,245
3582,"fir",150,173
3611,"oak",424,443
3616,"oak",341,354
3623,"willow",274,285
3630,"oak",419,434
3633,"oak",302,316
3639,"oak",262,272
3650,"fir",277,291
3653,"willow",277,286
3656,"fir",170,195
3660,"oak",152,156
3666,"fir",-109,-95
3669,"willow",305,316
3671,"fir",175,201
3679,"oak",269,286
3686,"willow",352,361
3703,"willow",324,335
3713,"willow",283,290
3719,"oak",270,278
3727,"oak",365,381
3731,"oak",398,415
3736,"oak",322,330
3741,"fir",276,292
3744,"fir",117,142
3760,"oak",247,258
3762,"fir",202,214
3768,"oak",288,304
3772,"willow",241,248
3782,"willow",160,172
3794,"fir",192,177
3802,"fir",88,107
3813,"oak",260,265
3829,"oak",386,379
3838,"willow",281,288
3847,"oak",282,294
3850,"oak",398,402
3860,"oak",372,369
3864,"fir",156,174
3869,"oak",470,479
3873,"oak",407,404
3874,"oak",329,343
3890,"oak",269,281
3892,"oak",386,407
3893,"oak",197,208
3902,"willow",187,196
3909,"oak",417,426
3911,"fir",216,231
3932,"willow",228,233
3943,"oak",352,365
3951,"fir",52,66
3952,"willow",232,240
3956,"willow",269,287
3961,"oak",472,484
3966,"fir",92,111
3968,"fir",274,286
3971,"oak",403,416
3976,"fir",253,274
3979,"oak",285,298
3983,"oak",307,324
3985,"oak",360,371
3986,"fir",148,165
3989,"willow",231,241
3992,"oak",278,286
3997,"willow",261,261
4001,"willow",297,305
4019,"willow",207,216
4031,"fir",173,193
4033,"fir",99,118
4036,"willow",229,235
4039,"fir",382,398
4044,"oak",343,353
4052,"oak",302,311
4053,"oak",377,385
4057,"fir",207,227
4068,"fir",321,342
4075,"willow",212,222
4084,"willow",166,175
4090,"fir",277,297
4102,"fir",202,229
4115,"fir",373,394
4124,"oak",379,392
4125,"oak",229,245
4128,"willow",295,300
4129,"willow",216,219
4131,"fir",104,125
4132,"oak",412,424
4134,"willow",253,257
4140,"willow",187,197
4142,"fir",273,299
4155,"oak",344,361
4156,"fir",223,237
4159,"oak",367,383
4165,"oak",248,NA
4171,"willow",207,216
4172,"fir",45,77
4175,"willow",270,277
4183,"willow",230,228
4186,"oak",180,194
4187,"fir",327,347
4204,"oak",418,432
4211,"fir",212,230
4213,"willow",259,265
4216,"oak",352,372
4221,"willow",237,248
4222,"fir",242,255
4233,"oak",381,403
4237,"oak",238,249
4241,"fir",227,250
4244,"fir",175,188
4247,"oak",371,385
4250,"oak",324,335
4251,"fir",330,343
4252,"fir",214,233
4257,"willow",179,187
4258,"fir",265,279
4262,"fir",149,169
4266,"oak",329,335
4272,"oak",486,501
4283,"oak",377,393
4288,"fir",303,319
4299,"oak",195,210
4304,"fir",300,316
4305,"willow",171,175
4308,"oak",459,468
4312,"oak",378,396
4322,"fir",216,227
4323,"fir",216,247
4327,"fir",450,454
4331,"willow",168,165
4341,"oak",423,431
4362,"willow",314,327
4365,"willow",261,269
4368,"fir",239,253
4371,"willow",181,173
4382,"oak",290,306
4383,"fir",88,114
4384,"oak",407,423
4397,"oak",393,403
4400,"oak",331,351
4404,"oak",448,465
4411,"fir",286,296
4425,"fir",136,157
4427,"oak",233,238
4429,"oak",435,445
4438,"willow",246,259
4440,"fir",370,385
4460,"oak",328,341
4473,"willow",298,302
4474,"willow",252,264
4477,"fir",-49,-33
4488,"fir",91,118
4495,"willow",318,328
4498,"willow",319,327
4519,"willow",210,218
4520,"fir",161,182
4522,"fir",217,238
4533,"willow",196,204
4535,"oak",338,354
4547,"fir",92,109
4548,"willow",182,188
4552,"willow",151,160
4553,"oak",386,390
4555,"fir",278,297
4558,"fir",257,277
4562,"oak",542,558
4583,"willow",157,167
4601,"willow",310,316
4609,"willow",290,296
4621,"oak",205,218
4622,"fir",130,151
4631,"oak",312,322
4632,"fir",149,163
4635,"willow",202,210
4640,"willow",249,254
4646,"fir",112,102
4647,"fir",305,323
4650,"oak",417,427
4660,"oak",290,303
4661,"fir",444,462
4666,"oak",427,438
4673,"willow",252,261
4674,"fir",42,74
4677,"fir",144,160
4700,"oak",302,306
4705,"fir",260,288
4710,"willow",322,330
4715,"oak",306,320
4717,"oak",228,241
4722,"willow",306,315
4723,"willow",263,269
4736,"oak",406,420
4737,"fir",323,334
4740,"oak",352,361
4742,"oak",398,406
4743,"fir",92,115
4745,"willow",171,180
4751,"oak",410,422
4761,"willow",265,268
4763,"fir",233,254
4767,"willow",251,263
4779,"fir",203,228
4788,"willow",145,151
4806,"fir",377,400
4814,"willow",249,264
4824,"oak",304,314
4827,"fir",200,219
4831,"fir",149,154
4839,"fir",243,261
4845,"oak",331,347
4847,"fir",505,529
4860,"oak",373,387
4863,"fir",353,370
4865,"fir",226,233
4871,"willow",314,321
4878,"oak",335,348
4879,"fir",255,287
4881,"fir",220,241
4890,"oak",285,299
4901,"fir",32,47
4906,"fir",295,316
4907,"willow",369,382
4924,"fir",105,124
4931,"fir",206,227
4944,"willow",189,197
4949,"willow",334,345
4954,"willow",289,295
4967,"oak",288,294
4973,"oak",333,348
4978,"willow",323,329
4987,"fir",13,23
4992,"oak",381,374
4997,"willow",160,168
4998,"oak",386,394
