"tree_id","species","height_baseline","height_final"
1603,"willow",253,265
1606,"oak",248,270
1607,"oak",414,426
1608,"willow",266,273
1611,"oak",327,328
1612,"willow",161,168
1632,"fir",23,40
1641,"fir",154,166
1654,"fir",299,326
1657,"fir",276,299
1662,"willow",289,292
1664,"fir",231,259
1673,"oak",277,291
1674,"oak",370,360
1676,"fir",162,181
1686,"willow",246,253
1695,"oak",361,371
1696,"fir",357,385
1698,"oak",342,349
1701,"willow",264,275
1711,"willow",244,256
1716,"fir",-41,-25
1721,"willow",202,207
1729,"fir",287,306
1731,"willow",296,306
1740,"oak",306,298
1757,"oak",495,506
1764,"oak",319,331
1779,"willow",282,288
1787,"fir",32,59
1790,"willow",276,287
1795,"oak",430,443
1800,"willow",290,301
1804,"fir",209,225
1808,"willow",358,363
1809,"oak",336,337
1811,"oak",372,383
1814,"willow",203,213
1816,"willow",370,375
1819,"fir",214,240
1822,"fir",-18,-9
1832,"oak",289,299
1838,"oak",406,425
1852,"fir",64,79
1853,"willow",216,219
1858,"fir",171,194
1859,"willow",150,160
1862,"oak",268,281
1863,"oak",285,299
1878,"willow",217,225
1880,"fir",75,99
1884,"fir",204,222
1898,"fir",341,369
1899,"willow",215,215
1923,"willow",253,258
1940,"oak",433,445
1942,"willow",133,142
1948,"willow",238,243
1955,"oak",415,421
1956,"willow",188,188
1963,"oak",369,363
1966,"fir",215,237
1974,"willow",275,269
1976,"willow",283,289
1977,"willow",284,292
1978,"oak",377,389
1980,"willow",221,229
1991,"willow",253,262
2012,"willow",283,291
2013,"fir",153,171
2020,"fir",336,364
2027,"oak",406,420
2028,"fir",201,211
2030,"fir",134,162
2034,"willow",308,314
2038,"fir",57,79
2040,"oak",383,398
2046,"willow",291,296
2051,"fir",93,103
2056,"fir",227,246
2060,"oak",330,344
2062,"willow",237,246
2069,"willow",269,277
2071,"willow",270,275
2073,"fir",131,165
2075,"fir",-123,-93
2085,"oak",293,304
2103,"willow",207,214
2106,"oak",388,397
2121,"oak",289,305
2123,"willow",174,183
2126,"fir",115,131
2129,"fir",253,265
2133,"fir",105,123
2138,"fir",259,278
2142,"willow",282,292
2144,"fir",-63,-39
2146,"willow",301,310
2147,"oak",347,342
2161,"willow",263,270
2165,"willow",259,269
2171,"oak",243,255
2177,"fir",257,287
2178,"oak",287,300
2181,"fir",20,34
2183,"willow",173,181
2189,"fir",317,338
2218,"willow",297,308
2226,"oak",348,362
2227,"willow",320,326
2236,"oak",431,448
2238,"fir",2,-30
2239,"fir",46,59
2244,"willow",349,360
2248,"oak",255,271
2255,"willow",239,233
2257,"willow",181,188
2259,"willow",259,262
2261,"oak",353,365
2265,"willow",264,275
2266,"oak",312,323
2270,"oak",370,382
2272,"willow",252,256
2284,"oak",362,372
2285,"fir",121,137
2301,"fir",206,223
2305,"willow",267,278
2306,"willow",204,212
2309,"oak",434,448
2311,"willow",305,313
2312,"fir",178,201
2316,"willow",315,323
2318,"fir",58,79
2319,"willow",192,202
2324,"oak",212,219
2344,"fir",272,245
2366,"willow",176,187
2381,"oak",354,368
2408,"fir",-42,-25
2409,"oak",233,248
2416,"willow",304,312
2423,"willow",218,225
2428,"oak",145,156
2433,"oak",334,346
2440,"fir",20,47
2453,"willow",334,339
2456,"willow",231,236
2458,"fir",298,310
2462,"oak",272,277
2469,"oak",404,418
2473,"willow",215,225
2480,"oak",387,399
2489,"oak",331,343
2493,"fir",108,123
2494,"oak",294,312
2498,"oak",345,334
2504,"willow",244,250
2532,"willow",232,240
2536,"fir",121,142
2537,"willow",252,258
2541,"willow",355,358
2544,"willow",187,201
2551,"fir",68,88
2554,"willow",267,274
2565,"oak",334,345
2566,"fir",70,91
2570,"fir",190,213
2579,"fir",113,141
2583,"willow",210,219
2591,"willow",253,260
2594,"oak",414,416
2601,"willow",369,367
2611,"fir",297,316
2613,"oak",122,128
2619,"fir",335,350
2627,"oak",342,356
2629,"fir",189,208
2638,"fir",302,325
2643,"fir",199,225
2648,"oak",283,292
2650,"willow",254,263
2658,"willow",241,252
2666,"oak",295,303
2667,"oak",277,290
2677,"fir",11,37
2679,"willow",212,221
2681,"fir",43,63
2686,"fir",55,69
2689,"willow",208,217
2690,"oak",362,373
2696,"fir",209,230
2701,"oak",383,398
2708,"oak",345,354
2713,"oak",371,378
2725,"fir",205,228
2726,"fir",238,265
2731,"oak",222,231
2732,"oak",404,423
2743,"oak",369,381
2749,"willow",373,379
2750,"fir",311,331
2753,"oak",207,220
2760,"willow",195,205
2761,"oak",428,417
2766,"fir",251,279
2767,"fir",61,83
2797,"willow",268,274
2806,"willow",286,288
2816,"willow",231,238
2820,"willow",258,262
2828,"oak",315,323
2831,"fir",215,228
2832,"fir",388,407
2835,"fir",20,32
2841,"oak",362,376
2842,"oak",302,318
2848,"fir",163,193
2871,"oak",384,397
2873,"willow",306,302
2878,"fir",-8,11
2883,"oak",323,326
2891,"willow",241,252
2893,"oak",134,142
2897,"fir",162,187
2906,"willow",222,231
2912,"fir",209,233
2918,"fir",207,225
2934,"oak",307,320
2951,"fir",75,97
2954,"willow",302,311
2956,"oak",357,366
2983,"oak",238,249
2989,"fir",248,269
2997,"willow",206,210
2998,"willow",212,222
3005,"oak",304,313
3007,"willow",310,316
3019,"willow",303,309
3022,"oak",335,347
3024,"willow",198,203
3025,"fir",119,142
3027,"fir",342,352
3038,"fir",179,202
3050,"willow",251,264
3051,"oak",337,342
3074,"fir",97,116
3078,"willow",196,207
3080,"willow",207,211
3110,"willow",284,290
3125,"willow",255,269
3133,"willow",194,190
3139,"oak",542,551
3153,"oak",346,359
3160,"oak",267,283
3169,"oak",386,398
3185,"fir",-16,1
3190,"oak",253,271
3196,"oak",431,448
3199,"oak",254,276
3202,"willow",291,298
3205,"willow",229,236
3218,"oak",301,312
3230,"fir",115,145
3239,"willow",268,273
3241,"willow",272,277
3245,"oak",315,322
3260,"oak",236,251
3261,"fir",158,183
3270,"oak",211,228
3295,"fir",42,58
3299,"willow",237,245
3303,"fir",240,259
3306,"oak",430,440
3314,"oak",283,293
3317,"oak",289,304
3332,"oak",372,371
3341,"oak",506,519
3346,"willow",271,280
3357,"oak",247,261
3362,"oak",376,386
3363,"oak",318,328
3366,"oak",371,354
3367,"fir",121,142
3369,"fir",182,195
3374,"willow",319,327
3375,"fir",229,242
3400,"oak",271,285
3403,"fir",240,261
3406,"willow",270,279
3407,"fir",144,164
3408,"oak",300,307
3417,"willow",252,248
3421,"fir",185,198
3422,"fir",129,141
3433,"fir",286,306
3434,"fir",104,130
3460,"willow",307,317
3486,"oak",295,317
3492,"willow",224,235
3500,"oak",214,227
3502,"fir",65,89
3507,"fir",160,182
3514,"fir",156,179
3520,"willow",237,245
3527,"oak",345,361
3550,"fir",81,105
3552,"willow",285,292
3559,"oak",273,289
3562,"oak",374,387
3565,"willow",291,281
3566,"willow",195,204
3587,"oak",268,279
3590,"willow",270,282
3591,"fir",132,163
3599,"fir",124,150
3600,"fir",170,183
3605,"willow",237,250
3608,"oak",327,336
3609,"oak",267,272
3613,"willow",253,261
3621,"oak",396,405
3626,"oak",305,322
3629,"willow",220,226
3646,"willow",231,238
3647,"fir",68,94
3648,"oak",364,377
3649,"fir",97,123
3651,"fir",82,104
3655,"oak",272,264
3658,"fir",144,164
3662,"fir",69,52
3665,"willow",275,279
3677,"willow",174,181
3684,"oak",315,322
3687,"oak",364,378
3705,"willow",204,214
3706,"fir",66,88
3718,"oak",371,385
3723,"willow",246,260
3734,"willow",272,280
3737,"oak",453,459
3739,"willow",282,288
3743,"willow",232,238
3755,"fir",159,176
3771,"oak",417,421
3778,"willow",359,364
3784,"fir",205,228
3798,"willow",167,175
3819,"fir",285,303
3824,"willow",304,315
3832,"oak",405,417
3851,"oak",422,433
3865,"fir",268,297
3876,"oak",340,352
3877,"oak",263,273
3905,"oak",239,231
3924,"oak",384,389
3926,"oak",197,209
3930,"oak",357,363
3944,"oak",55,62
3947,"willow",271,278
3949,"oak",230,241
3967,"willow",313,326
3970,"oak",407,420
3980,"willow",278,286
4010,"oak",385,381
4012,"willow",172,178
4023,"willow",270,281
4025,"fir",119,136
4032,"fir",295,317
4035,"willow",224,237
4041,"fir",283,305
4043,"oak",325,339
4048,"willow",200,205
4054,"oak",289,297
4056,"fir",128,157
4069,"fir",121,117
4070,"fir",88,71
4081,"oak",305,311
4088,"fir",192,181
4089,"willow",280,286
4096,"oak",211,226
4110,"fir",133,151
4111,"oak",322,345
4148,"oak",290,306
4154,"willow",280,288
4170,"willow",247,255
4176,"oak",417,429
4189,"fir",268,295
4199,"fir",343,326
4207,"willow",253,255
4217,"willow",223,230
4225,"willow",269,278
4230,"willow",314,323
4236,"fir",219,242
4238,"oak",187,199
4260,"oak",283,295
4275,"oak",445,452
4277,"willow",188,196
4280,"fir",227,249
4286,"fir",252,273
4297,"fir",228,241
4314,"fir",302,322
4342,"fir",78,88
4349,"oak",370,380
4358,"fir",162,185
4359,"oak",347,355
4364,"fir",83,107
4370,"oak",281,291
4373,"oak",292,298
4376,"oak",434,453
4389,"oak",286,297
4394,"willow",220,231
4398,"willow",211,217
4423,"fir",272,289
4432,"fir",205,226
4446,"oak",272,NA
4451,"fir",296,316
4459,"fir",233,253
4485,"willow",334,336
4487,"oak",372,381
4493,"willow",206,217
4499,"willow",324,326
4505,"willow",220,227
4514,"fir",98,126
4526,"fir",173,197
4539,"fir",46,73
4543,"willow",165,173
4545,"fir",224,252
4546,"willow",273,281
4554,"willow",338,334
4559,"oak",454,468
4560,"willow",285,290
4572,"willow",323,330
4603,"fir",161,187
4607,"fir",318,344
4608,"oak",174,186
4611,"fir",343,364
4616,"oak",314,324
4628,"oak",312,322
4641,"fir",225,247
4645,"willow",205,215
4648,"willow",258,268
4652,"oak",311,325
4656,"fir",315,349
4693,"fir",363,383
4698,"fir",187,213
4703,"willow",244,251
4707,"fir",49,62
4709,"willow",247,251
4721,"fir",297,315
4732,"willow",239,234
4738,"oak",395,415
4741,"willow",236,241
4750,"oak",410,420
4755,"fir",56,79
4758,"willow",176,188
4765,"willow",236,247
4769,"oak",364,372
4772,"oak",390,403
4774,"oak",401,417
4775,"oak",555,561
4778,"oak",374,386
4781,"fir",195,219
4782,"fir",-41,-19
4798,"oak",188,203
4799,"oak",416,432
4819,"oak",282,297
4822,"fir",118,137
4825,"willow",272,280
4833,"fir",288,307
4837,"fir",284,306
4853,"oak",376,385
4855,"oak",368,380
4857,"fir",168,188
4886,"fir",305,326
4896,"oak",400,416
4897,"fir",111,120
4900,"fir",29,53
4918,"fir",97,118
4928,"oak",350,357
4933,"oak",286,300
4945,"oak",234,247
4946,"oak",244,237
4955,"willow",305,310
4958,"oak",291,304
4963,"willow",136,143
4964,"oak",247,237
4965,"oak",214,219
4968,"oak",275,286
4970,"fir",59,78
4972,"oak",352,367
4976,"willow",202,212
4982,"fir",350,368
4995,"oak",342,350
