"tree_id","species","height_baseline","height_final"
3189,"willow",205,209
3191,"fir",56,71
3195,"willow",250,260
3197,"willow",202,211
3201,"willow",212,217
3209,"willow",317,326
3215,"oak",235,244
3217,"willow",353,363
3222,"fir",205,221
3226,"willow",240,249
3236,"oak",421,432
3244,"fir",365,388
3249,"fir",190,214
3250,"oak",272,293
3252,"oak",327,338
3254,"fir",125,136
3259,"oak",302,312
3267,"oak",379,389
3271,"willow",216,222
3273,"willow",184,180
3282,"fir",178,197
3284,"willow",276,284
3292,"oak",365,379
3300,"oak",303,315
3302,"fir",103,129
3307,"willow",319,329
3313,"willow",259,251
3319,"fir",99,117
3321,"fir",165,181
3331,"willow",301,310
3338,"willow",226,231
3342,"fir",158,175
3380,"fir",162,181
3383,"oak",223,233
3388,"fir",211,228
3394,"oak",375,390
3404,"willow",284,292
3409,"fir",312,341
3411,"oak",309,322
3413,"willow",273,282
3415,"willow",235,242
3432,"oak",497,512
3435,"fir",257,274
3437,"willow",320,324
3439,"oak",411,423
3446,"fir",35,64
3450,"fir",236,248
3459,"willow",256,266
3465,"willow",220,226
3467,"willow",261,269
3470,"oak",291,301
3489,"oak",364,374
3506,"fir",115,132
3508,"willow",243,252
3509,"oak",397,409
3518,"oak",211,215
3524,"oak",435,443
3530,"willow",258,265
3531,"oak",270,279
3534,"oak",264,277
3538,"willow",356,364
3539,"oak",359,376
3561,"fir",133,143
3564,"fir",231,251
3567,"fir",120,139
3569,"oak",358,352
3571,"willow",215,219
3573,"oak",374,390
3574,"fir",84,102
3575,"willow",154,166
3583,"oak",291,301
3604,"fir",97,112
3606,"oak",403,416
3610,"willow",272,278
3614,"oak",355,367
3615,"fir",250,270
3622,"oak",342,353
3624,"oak",381,394
3625,"oak",377,384
3627,"oak",432,451
3628,"fir",104,124
3644,"willow",304,310
3654,"oak",248,256
3663,"willow",300,307
3664,"oak",372,386
3667,"fir",27,58
3672,"willow",282,292
3673,"oak",360,375
3678,"oak",356,371
3682,"oak",324,327
3692,"willow",210,216
3694,"fir",271,297
3696,"willow",298,306
3707,"oak",435,442
3711,"willow",325,335
3715,"oak",375,388
3716,"oak",279,289
3720,"fir",146,160
3724,"oak",200,209
3726,"fir",93,111
3738,"fir",290,311
3742,"willow",236,238
3745,"oak",263,274
3748,"fir",378,399
3749,"oak",245,254
3752,"oak",259,277
3754,"oak",387,398
3769,"fir",205,238
3770,"willow",310,315
3775,"oak",377,383
3777,"oak",166,181
3779,"fir",303,316
3807,"willow",171,182
3809,"willow",315,326
3815,"fir",148,178
3818,"fir",165,197
3825,"fir",100,113
3831,"fir",264,289
3836,"fir",334,360
3842,"willow",282,287
3843,"oak",417,423
3844,"fir",148,156
3861,"fir",227,246
3868,"willow",296,300
3885,"willow",317,325
3889,"oak",285,292
3896,"oak",298,307
3904,"oak",332,336
3907,"oak",197,201
3919,"oak",406,420
3927,"oak",355,367
3934,"oak",356,370
3936,"willow",225,233
3953,"oak",314,323
3957,"willow",241,251
3960,"willow",239,250
3964,"willow",303,309
3965,"oak",405,417
3975,"fir",154,168
3977,"fir",294,319
3982,"willow",229,236
3984,"oak",436,447
3987,"willow",274,269
4000,"willow",273,279
4002,"willow",218,227
4003,"willow",234,241
4004,"willow",310,316
4007,"oak",252,266
4011,"oak",288,306
4021,"oak",263,278
4027,"fir",439,467
4034,"fir",71,92
4060,"willow",276,284
4061,"oak",276,282
4062,"fir",125,144
4066,"fir",217,232
4067,"fir",188,208
4071,"willow",218,225
4074,"willow",228,237
4083,"fir",182,210
4100,"willow",271,280
4112,"oak",334,345
4116,"willow",307,305
4117,"fir",3,31
4118,"willow",277,284
4120,"oak",251,264
4127,"oak",346,351
4135,"willow",238,244
4136,"oak",348,362
4139,"oak",349,338
4143,"fir",231,251
4149,"fir",267,285
4150,"willow",307,313
4162,"oak",373,385
4163,"oak",318,330
4173,"oak",288,301
4174,"fir",137,154
4177,"fir",160,181
4178,"fir",371,382
4180,"fir",258,277
4181,"oak",259,273
4198,"oak",239,253
4201,"oak",438,453
4226,"oak",349,360
4239,"fir",32,55
4242,"fir",71,88
4245,"fir",395,420
4246,"willow",295,301
4248,"willow",240,250
4249,"fir",98,116
4254,"willow",226,233
4259,"willow",270,280
4263,"oak",282,286
4268,"oak",294,288
4273,"willow",254,264
4278,"willow",236,249
4279,"fir",108,126
4284,"oak",460,479
4285,"fir",352,378
4294,"oak",313,329
4296,"oak",301,314
4302,"oak",299,311
4313,"fir",26,44
4324,"fir",149,159
4325,"oak",433,443
4336,"fir",217,238
4339,"oak",214,228
4360,"willow",244,252
4361,"willow",196,204
4366,"willow",172,179
4378,"oak",267,275
4385,"willow",281,285
4386,"fir",269,291
4395,"fir",98,117
4399,"willow",209,218
4408,"oak",317,327
4413,"fir",311,330
4418,"fir",159,184
4424,"oak",178,190
4428,"oak",300,305
4433,"fir",268,281
4435,"fir",193,219
4436,"oak",311,323
4452,"fir",280,301
4453,"oak",394,411
4455,"willow",249,260
4456,"willow",283,291
4463,"oak",286,301
4472,"willow",245,256
4475,"oak",391,402
4478,"fir",85,111
4496,"oak",241,261
4503,"fir",247,274
4506,"willow",265,274
4507,"fir",144,169
4517,"oak",144,128
4523,"willow",191,198
4531,"willow",175,182
4537,"oak",372,387
4538,"fir",129,147
4566,"oak",358,370
4575,"fir",251,269
4591,"oak",372,389
4594,"oak",356,363
4595,"fir",141,162
4599,"willow",298,304
4604,"fir",127,141
4605,"oak",357,370
4606,"fir",248,265
4626,"oak",402,413
4629,"oak",417,421
4630,"oak",272,278
4637,"oak",294,305
4644,"oak",411,421
4655,"fir",386,414
4659,"willow",199,207
4664,"fir",219,238
4667,"willow",267,274
4676,"oak",272,290
4678,"oak",387,400
4683,"oak",319,331
4685,"oak",304,319
4690,"willow",272,284
4718,"willow",265,271
4730,"fir",211,196
4744,"fir",104,121
4764,"fir",141,161
4766,"oak",339,355
4773,"willow",326,330
4784,"oak",385,392
4785,"oak",367,388
4792,"fir",133,151
4800,"oak",314,330
4820,"willow",157,167
4826,"fir",291,312
4832,"willow",304,308
4838,"fir",-152,-118
4844,"fir",145,155
4846,"willow",240,246
4849,"fir",293,309
4852,"oak",321,335
4854,"willow",246,257
4861,"fir",-27,-6
4864,"willow",201,207
4866,"oak",333,341
4869,"oak",357,377
4874,"willow",288,296
4877,"oak",278,291
4892,"fir",158,175
4895,"fir",208,223
4913,"willow",208,217
4915,"willow",255,262
4919,"fir",162,178
4921,"willow",278,287
4927,"willow",278,269
4930,"oak",278,294
4943,"oak",386,400
4951,"fir",171,190
4953,"fir",213,240
4975,"fir",97,120
4977,"oak",381,397
4996,"fir",217,230
