"tree_id","species","height_baseline","height_final"
724,"willow",259,265
741,"willow",189,200
749,"fir",-50,-31
758,"oak",418,430
760,"fir",62,77
766,"oak",325,340
772,"willow",229,233
776,"willow",221,232
784,"fir",-1,21
798,"oak",509,520
805,"oak",245,261
817,"oak",224,241
824,"willow",242,252
830,"willow",200,202
837,"fir",175,199
840,"fir",285,301
844,"oak",353,366
845,"willow",249,261
852,"willow",258,264
861,"fir",206,223
864,"fir",308,323
870,"willow",288,292
877,"willow",303,311
879,"fir",207,236
881,"oak",239,252
886,"oak",317,327
888,"oak",292,304
897,"willow",230,222
899,"oak",431,419
901,"fir",216,242
902,"willow",304,308
903,"willow",163,168
918,"fir",160,178
919,"willow",230,244
921,"oak",411,424
922,"willow",213,218
927,"fir",155,174
932,"fir",108,133
933,"fir",138,152
934,"oak",304,316
943,"willow",209,216
948,"willow",377,391
951,"oak",390,395
957,"fir",248,265
959,"oak",219,233
962,"willow",261,267
972,"oak",381,393
975,"oak",389,386
978,"fir",129,147
982,"oak",397,406
989,"fir",92,107
990,"fir",44,59
996,"fir",266,285
997,"oak",441,449
1007,"willow",244,252
1015,"oak",232,244
1019,"willow",269,278
1021,"willow",305,313
1030,"willow",264,277
1032,"oak",390,405
1035,"willow",229,241
1045,"oak",403,413
1046,"willow",193,199
1061,"oak",316,335
1064,"oak",339,355
1065,"willow",226,230
1072,"oak",360,369
1076,"oak",375,390
1086,"fir",146,173
1092,"oak",311,322
1093,"willow",257,262
1103,"willow",220,226
1105,"fir",248,268
1110,"oak",387,397
1119,"fir",245,236
1127,"oak",363,367
1150,"fir",104,85
1174,"oak",330,315
1177,"oak",317,326
1179,"oak",250,264
1186,"oak",310,322
1218,"oak",339,349
1222,"oak",312,323
1225,"willow",285,295
1231,"willow",265,274
1235,"willow",161,169
1237,"willow",239,251
1251,"oak",262,271
1252,"willow",292,287
1255,"oak",218,228
1257,"fir",86,100
1259,"fir",367,385
1266,"willow",322,329
1267,"willow",308,319
1277,"willow",288,297
1281,"oak",273,276
1283,"willow",201,211
1285,"fir",199,208
1287,"fir",168,184
1290,"oak",397,391
1295,"willow",233,243
1301,"fir",154,174
1303,"oak",461,479
1306,"fir",217,244
1308,"fir",187,203
1317,"fir",149,164
1322,"oak",325,332
1340,"willow",254,260
1343,"fir",170,182
1347,"fir",238,259
1352,"willow",282,289
1366,"oak",336,333
1375,"oak",428,436
1377,"fir",199,190
1385,"oak",250,269
1387,"fir",270,277
1389,"oak",312,329
1395,"fir",93,114
1406,"fir",176,194
1414,"oak",402,419
1424,"fir",217,237
1426,"fir",173,194
1427,"fir",245,267
1428,"fir",293,320
1439,"willow",335,333
1445,"oak",319,334
1463,"oak",265,286
1475,"fir",240,257
1476,"willow",230,242
1487,"oak",467,485
1496,"oak",392,408
1502,"willow",251,254
1506,"fir",244,266
1509,"oak",357,369
1515,"oak",296,320
1516,"fir",353,364
1518,"fir",145,167
1529,"willow",291,299
1533,"oak",323,333
1535,"oak",403,413
1544,"oak",280,296
1556,"oak",338,355
1566,"oak",326,340
1577,"fir",94,119
1579,"willow",235,243
1584,"oak",243,262
1585,"willow",253,258
1591,"willow",307,320
1593,"willow",203,207
1595,"fir",119,150
1602,"fir",8,22
1613,"oak",203,219
1614,"oak",369,376
1623,"willow",303,306
1629,"oak",269,273
1631,"willow",283,290
1637,"willow",370,372
1646,"fir",150,168
1652,"willow",272,285
1655,"fir",291,317
1663,"oak",176,192
1670,"oak",234,224
1671,"fir",114,133
1672,"willow",202,210
1679,"fir",66,94
1693,"willow",164,176
1694,"oak",210,224
1702,"willow",230,234
1714,"fir",270,285
1727,"fir",-9,11
1744,"oak",256,271
1746,"oak",324,332
1755,"willow",268,274
1762,"fir",255,272
1771,"willow",230,237
1776,"willow",274,282
1778,"fir",233,262
1780,"willow",252,247
1791,"fir",160,151
1798,"oak",419,433
1799,"oak",271,287
1803,"fir",279,293
1807,"willow",222,230
1826,"oak",287,305
1828,"fir",322,348
1829,"fir",286,310
1841,"willow",272,282
1848,"oak",314,328
1856,"willow",285,295
1864,"oak",388,403
1875,"willow",352,356
1877,"willow",276,285
1883,"fir",223,252
1885,"willow",332,340
1889,"oak",319,341
1895,"willow",193,195
1901,"oak",447,458
1911,"fir",298,308
1912,"oak",486,499
1928,"willow",224,233
1932,"willow",295,306
1935,"fir",109,126
1939,"oak",279,291
1971,"fir",98,108
1973,"willow",222,233
1979,"fir",223,248
1984,"willow",214,221
1988,"oak",460,475
1993,"willow",197,196
1998,"fir",305,285
2002,"oak",266,275
2003,"fir",180,195
2004,"fir",94,112
2011,"oak",390,403
2015,"willow",320,327
2021,"willow",266,273
2022,"oak",407,423
2023,"fir",436,461
2024,"willow",253,258
2033,"willow",285,296
2052,"willow",268,274
2059,"oak",347,362
2081,"fir",114,123
2087,"fir",111,128
2100,"oak",216,236
2102,"willow",290,294
2104,"oak",440,449
2124,"willow",274,284
2130,"fir",356,382
2159,"oak",316,335
2160,"fir",111,125
2166,"fir",180,198
2168,"oak",289,296
2172,"willow",297,309
2175,"fir",-25,-3
2179,"fir",200,208
2182,"oak",203,212
2192,"fir",171,191
2198,"willow",323,334
2199,"fir",67,84
2213,"fir",169,192
2219,"oak",223,239
2229,"willow",304,309
2233,"fir",294,311
2241,"oak",304,318
2262,"willow",315,320
2264,"fir",292,314
2267,"fir",362,389
2269,"oak",275,285
2287,"willow",222,233
2292,"willow",205,210
2295,"fir",230,244
2296,"fir",273,299
2300,"fir",209,231
2310,"willow",273,282
2328,"oak",310,320
2339,"fir",350,371
2342,"oak",305,313
2343,"fir",303,330
2346,"willow",215,222
2367,"willow",206,210
2380,"willow",224,228
2383,"oak",353,365
2386,"willow",215,225
2389,"fir",273,291
2390,"willow",279,287
2394,"oak",368,382
2400,"willow",288,294
2406,"willow",183,190
2407,"willow",368,372
2410,"fir",275,302
2421,"willow",270,281
2430,"willow",255,262
2437,"oak",266,263
2443,"fir",164,181
2447,"willow",240,243
2459,"oak",308,320
2467,"willow",227,233
2477,"oak",340,351
2490,"willow",271,279
2492,"fir",219,237
2497,"oak",245,255
2500,"oak",264,273
2503,"willow",229,240
2509,"fir",238,266
2518,"oak",398,409
2520,"willow",229,232
2523,"oak",344,355
2527,"fir",181,204
2528,"oak",378,378
2529,"oak",466,482
2538,"oak",200,213
2549,"fir",164,184
2550,"willow",225,233
2555,"oak",299,312
2557,"willow",276,286
2563,"willow",178,182
2567,"fir",207,227
2568,"willow",219,228
2573,"willow",230,233
2575,"willow",156,166
2584,"fir",92,113
2589,"oak",288,293
2592,"willow",286,291
2598,"fir",166,180
2599,"willow",310,319
2600,"willow",237,244
2602,"oak",358,367
2603,"fir",112,134
2616,"fir",49,73
2620,"fir",108,127
2633,"fir",143,167
2636,"oak",244,253
2641,"fir",15,37
2646,"willow",258,263
2647,"willow",264,266
2652,"oak",203,214
2668,"willow",259,272
2671,"willow",238,248
2704,"fir",199,220
2707,"willow",300,312
2715,"willow",305,311
2722,"oak",395,404
2723,"fir",144,162
2729,"willow",303,314
2740,"fir",384,400
2741,"fir",196,223
2744,"willow",312,318
2751,"willow",204,211
2752,"oak",437,449
2754,"willow",215,223
2755,"fir",47,66
2773,"oak",485,502
2783,"fir",194,218
2784,"fir",280,303
2792,"fir",126,146
2795,"oak",365,372
2798,"oak",260,270
2803,"oak",352,348
2807,"fir",121,140
2810,"willow",232,240
2815,"fir",89,104
2818,"willow",298,307
2825,"fir",139,153
2827,"fir",116,100
2840,"fir",92,116
2850,"willow",221,234
2856,"oak",424,429
2857,"oak",326,338
2864,"oak",392,402
2868,"fir",-19,-5
2872,"willow",262,266
2877,"oak",388,396
2879,"willow",261,269
2895,"fir",212,236
2902,"willow",294,299
2915,"oak",491,502
2919,"fir",90,101
2921,"fir",28,57
2926,"oak",307,327
2929,"fir",177,200
2942,"willow",213,221
2948,"fir",31,49
2953,"fir",235,253
2960,"willow",313,320
2972,"willow",231,238
2974,"fir",208,229
2980,"fir",77,97
2982,"willow",294,301
2990,"oak",297,314
2992,"willow",223,226
3002,"willow",280,286
3004,"fir",186,215
3006,"willow",223,232
3008,"oak",460,470
3009,"willow",227,238
3013,"oak",282,297
3029,"fir",158,177
3034,"oak",243,266
3041,"fir",236,256
3043,"willow",276,280
3055,"oak",320,334
3067,"oak",212,223
3068,"oak",393,403
3081,"fir",62,84
3082,"oak",328,321
3086,"fir",22,37
3088,"oak",239,256
3092,"willow",263,270
3104,"fir",136,158
3111,"fir",163,180
3115,"oak",230,242
3118,"oak",228,245
3120,"fir",245,272
3121,"oak",380,383
3143,"oak",250,263
3147,"willow",212,216
3157,"oak",453,460
3165,"oak",321,333
3171,"oak",249,268
3176,"oak",389,398
3194,"fir",456,477
3198,"willow",203,209
3208,"oak",366,382
3212,"willow",213,223
3237,"fir",58,73
3279,"oak",363,374
3288,"oak",379,393
3297,"fir",29,49
3308,"willow",237,249
3322,"willow",195,192
3324,"fir",262,276
3325,"willow",296,309
3328,"willow",213,220
3334,"fir",248,259
3340,"oak",251,262
3343,"oak",240,255
3350,"oak",196,212
3354,"willow",385,396
3359,"willow",209,218
3360,"willow",267,271
3373,"oak",216,230
3381,"oak",275,289
3384,"willow",276,280
3385,"oak",282,293
3395,"willow",261,270
3396,"fir",212,228
3412,"fir",162,180
3420,"fir",261,277
3423,"willow",202,216
3426,"fir",293,309
3430,"oak",246,255
3436,"fir",167,190
3449,"oak",361,371
3451,"oak",302,307
3452,"willow",206,211
3454,"fir",216,239
3456,"oak",220,238
3462,"willow",180,188
3463,"fir",280,300
3471,"fir",146,173
3476,"willow",190,193
3483,"willow",217,224
3490,"willow",185,194
3494,"oak",174,188
3495,"fir",212,237
3496,"willow",230,236
3499,"willow",251,243
3510,"fir",313,329
3513,"willow",250,260
3517,"oak",291,297
3522,"willow",260,264
3526,"willow",188,192
3529,"fir",193,212
3532,"willow",218,228
3542,"fir",280,300
3547,"fir",152,169
3554,"oak",190,204
3555,"fir",208,223
3556,"oak",361,377
3570,"willow",312,320
3576,"oak",180,192
3579,"fir",316,333
3584,"willow",252,259
3586,"oak",328,344
3607,"fir",95,115
3612,"fir",174,165
3634,"willow",300,309
3635,"oak",346,353
3636,"willow",219,228
3640,"willow",129,138
3668,"willow",244,251
3676,"fir",63,85
3685,"oak",230,242
3688,"fir",185,206
3689,"willow",311,321
3690,"oak",309,321
3693,"oak",438,450
3697,"fir",265,275
3699,"fir",297,323
3701,"willow",289,296
3704,"oak",316,328
3708,"willow",358,363
3709,"oak",395,409
3717,"willow",95,102
3728,"willow",206,211
3732,"oak",315,327
3733,"fir",138,154
3750,"oak",374,391
3751,"fir",63,89
3763,"willow",215,223
3767,"oak",382,402
3773,"fir",30,40
3776,"fir",209,226
3780,"willow",173,181
3781,"oak",264,278
3787,"oak",327,340
3792,"oak",192,204
3793,"oak",340,NA
3799,"willow",216,225
3800,"willow",217,223
3801,"fir",215,236
3814,"fir",212,228
3828,"fir",169,185
3833,"oak",423,439
3839,"willow",302,314
3840,"fir",109,133
3841,"fir",247,269
3846,"willow",211,221
3849,"willow",225,232
3852,"willow",349,356
3853,"oak",249,258
3855,"oak",365,375
3856,"fir",85,67
3857,"fir",196,226
3859,"willow",207,218
3866,"oak",180,193
3867,"fir",96,124
3870,"oak",456,472
3880,"fir",136,161
3884,"oak",298,311
3888,"oak",347,361
3891,"fir",124,144
3897,"fir",186,199
3906,"oak",264,256
3921,"willow",200,209
3925,"oak",173,190
3929,"fir",194,214
3933,"fir",199,217
3939,"willow",248,251
3948,"fir",306,327
3959,"oak",316,327
3962,"willow",308,316
3974,"fir",188,204
3981,"fir",177,190
4009,"oak",319,337
4017,"oak",169,184
4020,"willow",328,330
4030,"oak",425,444
4038,"oak",414,426
4046,"fir",49,60
4049,"oak",402,412
4050,"oak",256,247
4051,"willow",287,301
4055,"willow",185,196
4076,"willow",205,212
4092,"fir",106,126
4098,"fir",312,327
4101,"fir",133,145
4103,"willow",230,239
4105,"fir",246,267
4113,"fir",99,120
4114,"fir",23,35
4122,"willow",232,238
4133,"oak",394,406
4137,"willow",141,132
4146,"willow",293,302
4147,"willow",278,284
4151,"willow",304,309
4157,"fir",206,223
4188,"fir",331,348
4193,"oak",293,307
4195,"oak",224,237
4196,"willow",295,289
4197,"oak",418,425
4203,"fir",175,191
4205,"oak",322,342
4212,"fir",259,282
4214,"fir",298,317
4215,"willow",193,202
4224,"oak",484,493
4229,"willow",216,228
4231,"fir",210,227
4240,"oak",501,515
4253,"willow",174,180
4261,"willow",337,348
4264,"oak",163,177
4267,"fir",32,52
4276,"fir",3,24
4295,"fir",24,41
4301,"willow",222,234
4306,"willow",251,257
4311,"willow",324,338
4328,"willow",276,279
4333,"oak",342,348
4337,"oak",388,397
4340,"fir",151,164
4343,"oak",382,393
4345,"fir",146,164
4348,"fir",118,131
4352,"oak",543,555
4377,"willow",310,323
4379,"fir",154,173
4387,"willow",293,299
4391,"willow",224,235
4392,"willow",269,280
4412,"fir",264,281
4426,"fir",228,241
4442,"willow",232,238
4443,"willow",255,261
4447,"fir",167,198
4449,"oak",379,370
4450,"fir",116,138
4457,"fir",245,272
4461,"willow",279,283
4467,"fir",74,106
4468,"willow",210,218
4471,"fir",100,119
4481,"willow",289,299
4484,"oak",206,217
4490,"oak",294,290
4501,"willow",247,253
4502,"willow",293,299
4521,"willow",221,228
4529,"fir",256,271
4530,"fir",221,243
4541,"willow",246,254
4542,"willow",284,292
4556,"oak",294,300
4569,"oak",228,239
4570,"oak",213,224
4574,"oak",339,352
4579,"fir",258,291
4580,"willow",277,287
4581,"fir",230,253
4584,"oak",398,404
4596,"fir",238,262
4613,"oak",369,377
4614,"oak",176,193
4618,"oak",300,307
4625,"oak",306,324
4627,"oak",404,417
4634,"willow",213,223
4651,"oak",468,484
4653,"oak",362,369
4657,"fir",261,275
4665,"willow",227,238
4670,"willow",271,281
4680,"willow",388,395
4682,"oak",379,368
4686,"willow",234,244
4687,"willow",246,252
4691,"willow",259,266
4697,"oak",344,349
4704,"willow",271,279
4706,"willow",195,202
4708,"willow",232,241
4712,"willow",296,298
4713,"fir",375,386
4714,"fir",357,382
4719,"willow",309,312
4720,"oak",299,317
4725,"oak",366,373
4727,"willow",179,186
4728,"oak",383,395
4747,"willow",288,293
4749,"oak",321,336
4752,"fir",219,241
4756,"willow",293,287
4770,"oak",266,276
4771,"oak",404,419
4776,"oak",288,296
4783,"oak",471,486
4789,"willow",278,288
4794,"fir",267,284
4795,"oak",361,369
4802,"fir",368,395
4813,"willow",170,180
4815,"oak",323,328
4816,"willow",192,198
4817,"willow",244,251
4818,"fir",165,142
4821,"willow",237,245
4823,"oak",401,409
4829,"oak",253,271
4840,"willow",235,239
4859,"oak",218,229
4867,"willow",358,366
4872,"fir",172,193
4873,"willow",288,296
4876,"oak",328,342
4883,"willow",238,245
4888,"oak",324,334
4894,"willow",81,92
4899,"fir",285,313
4903,"willow",194,204
4904,"oak",347,357
4908,"willow",197,202
4909,"oak",456,471
4910,"willow",251,258
4912,"oak",146,159
4914,"fir",323,341
4917,"fir",103,128
4923,"fir",231,250
4926,"oak",308,319
4936,"willow",256,249
4940,"oak",284,295
4947,"oak",461,466
4948,"willow",302,306
4960,"oak",330,347
4961,"fir",369,389
4962,"fir",230,249
4969,"fir",291,317
4971,"fir",286,318
4981,"willow",227,236
4983,"willow",294,301
4984,"willow",257,270
4986,"willow",257,265
4989,"oak",466,479
5000,"fir",219,229
